Property,Sizes
0.null.STAR_TREE.SIZE,"300121, 334757, 333329"
0.l_receiptdate.FORWARD_INDEX.SIZE,"93766, 143723, 105221"
0.l_shipdate.FORWARD_INDEX.SIZE,"93766, 143723, 105221"
0.l_shipmode.FORWARD_INDEX.SIZE,"31256, 47908, 35074"
0.l_returnflag.FORWARD_INDEX.SIZE,"10419, 31939, 11692"
0.sum__l_discount.FORWARD_INDEX.SIZE,"667140, 1022564, 748636"
0.sum__l_extendedprice.FORWARD_INDEX.SIZE,"667140, 1022564, 748636"
0.sum__l_quantity.FORWARD_INDEX.SIZE,"667140, 1022564, 748636"
