Property,Sizes
l_comment.dictionary.size,"1053809, 850419, 1048864, 250655, 1045596, 1059184, 1055873, 1059141, 1046585, 1047746, 1044736, 940461, 1055658, 60896, 1037469, 1052089, 1048950, 1058969, 1048004, 1046198, 1056561, 1052691, 1046327, 1060818, 1061119, 288624, 1058840, 1053637, 1057679, 1052820, 1050842, 1048950, 1056776, 1041296, 1044134, 1057851, 1044779, 1059915, 1052003, 1039490, 1057077, 1047144, 1053981, 1052003, 1053293, 1056260, 1043016, 1048649, 87470, 1050412, 1051315, 1052562, 1045983, 1041726, 1059399, 1042457, 1056647, 1052906, 1055400, 1047832, 1048821, 1052003, 1057120, 1054841, 1052433, 1045983, 1044220, 1042543, 1055916, 1044822, 1034975, 1048735, 1054024, 1051616, 415259, 1046456, 478168, 1048735, 1046843, 1060775, 1043145, 1034287, 1046972, 1053121, 1035362, 1056690, 1050025, 1043704, 1042500, 1044349, 1041726, 1051702, 1051143, 1049036, 1052261, 1055099, 1045682, 1047058, 1044693, 1040952, 1053207, 1050326, 1054927, 1048821, 509472, 1041296, 1046069, 175319, 1056045, 1047660, 1060173, 438178, 1044220, 1047875, 1057679, 281701, 1039791, 1053164, 1051315, 1051745, 912081, 1061807, 1053465, 1047918, 1046929, 1048090, 1046929, 551397, 1054067, 1044306, 1058453, 1049337, 1048692, 1054884, 1045854, 1046413, 1043317, 1047015, 1054153, 1061463, 1044908, 1045553, 1044220, 1064903, 1043446, 1054110, 1056174, 1048391, 1049638, 1053336, 1048864, 9425, 1054368, 1053680, 1040952, 759904, 1048133, 1061936, 1043661, 1063785, 1055701, 1053809, 1050928, 1060818, 1061119, 1056088, 590914, 1048262, 1051014, 887141, 1048434, 912382, 1049337, 1042027, 1044521, 1046069, 1047961, 1059614, 871231, 1038802, 1055314, 1041511, 1049122, 1047789, 1048391, 1059571, 1054884, 1053035, 1038114, 1050713, 1054110, 322035, 1056131, 1071740, 1046714, 1047660, 1045682, 1053680, 1043661, 1044607, 1045553, 1054325, 1049982, 1059098, 1046499, 1062495, 1052992, 1049552, 1047875, 1054153, 1056991, 1053809, 1049208, 1053035, 1046972, 1053551, 1037340, 1046972, 1047875, 1038028, 1047230, 1037512, 1040909, 1055486, 1051960, 455421, 1063054, 1047359, 1039189, 1049939, 1062925, 1047445, 1039533, 1040909, 1049982, 1045854, 1059743, 1041898, 1041597, 1050111, 1046585, 1048778, 1039189, 1048821, 1051143, 1047101, 1050670, 1053723, 1049036, 1056346, 1033427, 1039533, 1060216, 1047316, 1041382, 1047058, 1046972, 1056819, 206666, 1037039, 1052433, 1054884, 1050283, 1042629, 1043274, 1049337, 1055056, 1050627, 1060818, 1056475, 1049122, 1050283, 1052734, 698543, 1050326, 1049681, 1070192, 1053078, 1050240, 1050412, 1061979, 121655, 1048735, 1040092, 600546, 307458, 1060818, 261190, 1062366, 1057206, 1051014, 1051573, 1056389, 1042457, 1054024, 926142, 1040823, 1056131, 1042328, 1056475, 614822, 1041984, 1055744, 1042371, 1052734, 1050326, 1057206, 722279, 1052304, 1055658, 1054239, 1049122, 1052261, 1051659, 1045983, 1047918, 1047402, 1054282, 1053465, 1064086, 1042285, 1046069, 1048004, 1058668, 1042414, 1057636, 1047144, 1056131, 1030202, 904212, 348437, 1062237, 808666, 1050713, 1050326, 1053379, 1053938, 99725, 1056862, 1049853, 1053680, 1047789, 1042414, 1048348, 1060775, 1052648, 1052175, 1053035, 1051272, 1062495, 1046155, 1057163, 1057765, 509128, 1044693, 1049380, 1047187, 1058840, 1037684, 378537, 1042629, 724902, 1049337, 1047144, 1054497, 1058410, 1048649, 1045381, 1051745, 1048606, 1055744, 188735, 1051057, 1037727, 1054153, 1035706, 1052003, 1045338, 1055787, 1058281, 1049595, 1057765, 1056948, 1055959, 1061377, 1060345, 1048649, 1058539, 1049122, 627034, 1041597, 1050369, 1052605, 1053680, 1046456, 1047058, 1045553, 1049466, 1058367, 1041812, 1070880, 1055056, 1056045, 1054454, 950265, 1062151, 1036781, 1056131, 1051401, 1059141, 1049036, 1050885, 1053680, 1047961, 1054669, 1046714, 1050885, 1051487, 1051401, 1057808, 1049810, 1065333, 135028, 1061420, 718753, 1050412, 1041038, 1046671, 1048778, 1052132, 1043231, 1052648, 1052304, 1051100, 709121, 1062280, 1048262, 1054583, 1051917, 1056346, 1056647, 1052906, 1052906, 1050971, 1051960, 1043661, 1051401, 1048305, 1041984, 1053594, 1045080, 1046757, 1056475, 1050971, 146939, 909759, 1057679, 1051272, 1055701, 1041855, 1046886, 1041210, 1061764, 1048047, 1051917, 1051917, 1052218, 1036265, 110303, 1059743, 1053852, 1043274, 862846, 25851, 1053938, 894279, 1052218, 1051573, 1049638, 1043532, 1060689, 1053680, 1045037, 1051229, 1041941, 1052476, 1049810, 1052734, 1049595, 1058066, 1044521, 1054196, 1039533, 809053, 1054196, 1050455, 1038329, 1052046, 1053422, 778652, 1048305, 1036480, 1051745, 1047058, 1051616, 1042414, 1049337, 1052304, 1040737, 1059012, 1050154, 1037340, 1046370, 1007842, 162247, 1056174, 1040264, 1049380, 1046112, 1050799, 669647, 1047918, 1059313, 1058109, 1056647, 793788, 1067440, 1038587, 1056862, 1051530, 1047101, 1041339, 720860, 1057937, 1055529, 1057335, 1042887, 1047101, 1055529, 1046327, 1041167, 1045209, 1040178, 1051444, 1048993, 1042500, 996490, 1047015, 1056690, 1042242, 1048907, 1060732, 1052691, 1050842, 1052820, 1043618, 1062452, 1042500, 1049939, 1064258, 525683, 1055443, 1051659, 1050713, 1048606, 1051702, 307243, 1055658, 1052734, 1047918, 1056002, 1042543, 1049595, 1049251, 1059958, 1060001, 1052218, 1048348, 8436, 1037641, 1055142, 1044908, 115334, 1044908, 1049423, 1048391, 1063914, 1041812, 1045424, 1049208, 1054110, 764892, 1042758, 1055013, 1055056, 1058066, 1050971, 1051917, 1042715, 1041124, 1059829, 1054497, 1050584, 1044693, 1044693, 1049079, 1057034, 1058625, 1047316, 1053293, 902578, 1056733, 1041812, 1057550, 1046413, 1053207, 1050025, 1062882, 1053379, 1049337, 299718, 1051659, 1054755, 1048520, 1041253, 1042586, 1049853, 234272, 1062839, 1050756, 1044220, 73409, 1049466, 1043661, 752594, 1057636, 1056518, 1043532, 1051401, 1053766, 1045123, 1045338, 1053680, 1047961, 1050240, 1052046, 1054540, 1047058, 1049036, 1055529, 1048606, 1053250, 1051788, 1055142, 930270, 1029815, 708347, 1056346, 1049638, 1050283, 295418, 165816, 1049509, 1057421, 1045295, 1055056, 1056088, 1043317, 1048864, 1046929, 34236, 1051702, 1017947, 1053637, 1043188, 1056346, 1050799, 1061463, 1039963, 1049853, 1054067, 556170, 1064731, 1041855, 1051057, 1055830, 1048477, 725977, 1041468, 1052906, 1057550, 1052519, 1061291, 1056733, 1053465, 1052304, 1045639, 1049380, 664745, 1046714, 1047316, 1057593, 1048176, 1054583, 1061205, 1048305, 1061033, 1043575, 1047187, 1065161, 1044005, 1047402, 1051573, 1048348, 1050455, 1060388, 329259, 1049122, 1055271, 659671, 1041296, 1058625, 1048864, 1043231, 1069504, 1044521, 1054153, 1052476, 1046370, 1049423, 437834, 1046800, 1044994, 1056432, 1043790, 1046757, 1065247, 1048735, 1058023, 1062022, 1056174, 1053422, 1040436, 1043704, 1050455, 1052562, 1056991, 1063484, 1055142, 1057722, 1049509, 1046069, 1040135, 1045768, 1040264, 1058883, 1052218, 1045252, 1045639, 1053680, 1053938, 1066795, 1065591, 1045725, 1054325, 1056432, 1065892, 1046628, 1050756, 1054368, 1061506, 1054798, 1051444, 1051100, 498335, 1047402, 1058367, 1046413, 1046628, 1041769, 1047058, 1046800, 1041941, 1056991, 1055185, 1045338, 370066, 1066494, 1056475, 1057808, 1054712, 1060646, 1061506, 1041511, 931732, 1052218, 1053637, 1051014, 1052218, 1047058, 1064043, 1054626, 1056991, 1048993, 1050025, 1054583, 1051014, 1056389, 1039447, 1046284, 678462, 1053465, 1040393, 1044091, 1045252, 1044650, 1041253, 1049509, 1049552, 1050799, 1056733, 1043962, 1058926, 1052089, 1040565, 1045381, 1061506, 1046886, 1046628, 1048434, 1049466, 1056002, 1053938, 1044091, 1050412, 1050627, 1053207, 36687, 1048047, 1050541, 44556, 1042973, 1038802, 1064215, 1051186, 1042672, 1056346, 1050928, 1049294, 1052218, 1052820, 1055271, 1047961, 1064473, 1057808, 1045424, 1045596, 1040307, 1059270, 1055529, 1042371, 1044005, 1048477, 1047746, 1062323, 1050154, 1050498, 1052906, 1046843, 1045510, 1047015, 1054497, 1047746, 1057421, 1046241, 1041167, 1057937, 1033857, 1047058, 1038931, 1055486, 1048993, 1046585, 1036738, 1041941, 424246, 1049423, 1045897, 1061205, 1049423, 802388, 1051057, 1061635, 1048047, 1046112, 1051530, 1045467, 1057249, 1042500, 1049896, 1053078, 1049337, 1055271, 1054497, 1044306, 1047187, 1047273, 1042629, 1036996, 1048133, 1055185, 1037340, 1045725, 790305, 1055314, 132233, 1053293, 1048993, 88072, 1040608, 1044048, 396339, 1051143, 1049466, 1052992, 1038372, 1046757, 1046628, 1055572, 1053809, 1050197, 1040823, 1055959, 1059055, 1043274, 1048090, 1049165, 1054884, 1046628, 1061506, 1050154, 1044263, 1055744, 1057292, 1042887, 1052906, 1049466, 1054970, 1052820, 1047187, 1041855, 1056862, 1044994, 1041683, 17724, 1050498, 1048219, 1047359, 1061936, 1057292, 1051014, 1047402, 1017388, 1045080, 1047660, 1068128, 1048004, 1059786, 1047789, 1046886, 1049767, 1051745, 1043532, 1059313, 1034072, 1056604, 1046456, 1052605, 1047746, 1047273, 1043188, 1052046, 1046284, 1060345, 943170, 1042844, 1052218, 1038114, 1041769, 1059571, 1054755, 1047445, 1036050, 1045381, 841733, 405885, 1055228, 1069074, 1045424, 1038286, 1059915, 1039404, 1039232, 1054067, 1057851, 1045811, 1040264, 1046327, 1045639, 1047875, 1037383, 1062968, 1038587, 1046671, 1002424, 1048391, 1057249, 1050412, 1043532, 1048262, 1052175, 1065032, 1059657, 1060388, 1038114, 1062796, 1041511, 1055056, 1056819, 1046585, 1056776, 1049853, 1049982, 580551, 1048606, 1036953, 1058453, 1058066, 1055658, 1054798, 1039877, 1055185, 1043274, 1046198, 1043188, 1044607, 1052089, 1044392, 1049982, 1038200, 1052433, 1052648, 1044865, 1045768, 887098, 1049724, 99682, 1049552, 1055744, 1044607, 1051659, 1047574, 1042328, 1057249, 1048907, 236809, 1042973, 1040479, 1040522, 1056475, 1043446, 1051788, 1057550, 1063054, 1034975, 1053723, 1056690, 1037512, 1045510, 1053035, 1054368, 1041038, 1054411, 1045983, 1047703, 1054712, 1054927, 1046069, 1043876, 1049466, 1043188, 1049595, 1058797, 1051358, 1043489, 1055400, 1040866, 1052949, 1047918, 1041984, 1041124, 1054798, 1057249, 1040909, 1044779, 1050670, 442220, 1052132, 1041855, 56682, 1052519, 1048090, 1053422, 1061463, 1052261, 1047488, 1053035, 1061205, 649566, 1042242, 1048176, 1039060, 1051272, 1045725, 1051960, 1047918, 1035792, 1070321, 1037340, 1059141, 1052605, 474169, 1045553, 1042844, 1051659, 232681, 1049810, 1051788, 1050240, 1055529, 1055572, 1057894, 1044220, 1054927, 1041038, 1048993, 1055916, 1041382, 1048907, 1045123, 1044349, 1061463, 1050025, 1055271, 1044220, 1040092, 1048047, 1037598, 1067182, 1056819, 1052562, 1046198, 1052046, 1054497, 1051057, 1047531, 1054884, 1044134, 1037598, 1060732, 1050412, 697339, 1025343, 1052648, 1047359, 1044263, 1050799, 1049509, 1057722, 1050283, 1049681, 1047746, 1041253, 1051057, 1046413, 1056217, 1051229, 1052605, 1044736, 1051788, 1045768, 1044263, 1051616, 1045811, 1039404, 1048649, 1039103, 1053594, 502592, 1057335, 581454, 562448, 1050842, 1047703, 548344, 1069633, 105358, 1056131, 1047144, 1045381, 1059485, 961316, 1035276, 1046198, 1054239, 1045166, 1060130, 1057808, 1054239, 1048864, 1043446, 1037254, 1055787, 1047703, 1055185, 1058281, 798733, 1040221, 170546, 1047918, 1043833, 213030, 1059399, 1041253, 619681, 1074492, 1045338, 1047789, 78354, 616026, 1057980, 1050799, 1048477, 1048434, 1056432, 1058238, 1054540, 1039705, 1047617, 1053938, 1064258, 1050885, 1059227, 1039318, 1047832, 1040780, 1049552, 1046370, 1055013, 1052562, 1048434, 1040350, 1052433"
l_comment.forward_index.size,"46887, 37737, 46670, 9552, 46505, 47227, 47009, 47099, 46574, 46660, 46493, 41780, 47054, 1962, 46163, 46829, 46739, 47101, 46705, 46540, 47054, 46818, 46593, 47228, 47268, 10976, 47120, 46923, 47047, 46833, 46748, 46683, 47048, 46347, 46465, 47112, 46525, 47245, 46788, 46332, 47097, 46619, 46958, 46799, 46859, 46988, 46447, 46733, 2815, 46717, 46906, 46816, 46555, 46306, 47200, 46349, 47116, 46797, 46925, 46645, 46702, 46859, 47047, 46983, 46850, 46583, 46415, 46349, 47047, 46484, 46090, 46672, 46880, 46797, 17080, 46565, 19703, 46673, 46567, 47193, 46390, 45983, 46608, 46883, 46070, 47063, 46717, 46385, 46471, 46433, 46447, 46878, 46748, 46709, 46861, 46867, 46578, 46638, 46492, 46278, 46923, 46750, 47030, 46568, 20954, 46383, 46634, 6166, 46882, 46715, 47137, 18018, 46501, 46559, 47017, 10730, 46270, 46797, 46818, 46777, 40477, 47290, 46975, 46613, 46583, 46668, 46617, 22706, 46898, 46478, 47107, 46728, 46670, 46895, 46467, 46561, 46475, 46660, 46962, 47215, 46495, 46582, 46514, 47365, 46495, 46850, 46970, 46670, 46715, 46953, 46698, 227, 46947, 46902, 46282, 33665, 46630, 47294, 46405, 47320, 46975, 46831, 46827, 47150, 47227, 46921, 24437, 46696, 46810, 39320, 46666, 40480, 46677, 46381, 46478, 46529, 46660, 47167, 38703, 46272, 46932, 46278, 46760, 46591, 46715, 47129, 46966, 46827, 46173, 46793, 46977, 12276, 46955, 47737, 46642, 46653, 46497, 46957, 46477, 46565, 46516, 46891, 46690, 47146, 46518, 47253, 46859, 46658, 46700, 46921, 47067, 46949, 46739, 46904, 46606, 46902, 46165, 46568, 46700, 46177, 46630, 46165, 46364, 47013, 46850, 18721, 47318, 46636, 46178, 46745, 47221, 46537, 46310, 46306, 46748, 46537, 47213, 46358, 46345, 46720, 46604, 46722, 46310, 46703, 46827, 46610, 46735, 46833, 46574, 47024, 46055, 46268, 47268, 46643, 46392, 46604, 46565, 47030, 7869, 46107, 46913, 46949, 46739, 46420, 46372, 46625, 47013, 46720, 47212, 47045, 46662, 46756, 46853, 28854, 46672, 46777, 47613, 46850, 46801, 46812, 47251, 4262, 46793, 46321, 24797, 11715, 47227, 9940, 47180, 47112, 46792, 46793, 47058, 46381, 46855, 41193, 46358, 47028, 46366, 46964, 25366, 46454, 47020, 46327, 46844, 46882, 47041, 31977, 46820, 46902, 46925, 46728, 46844, 46801, 46523, 46666, 46655, 46942, 46876, 47412, 46426, 46612, 46643, 47129, 46338, 47047, 46608, 47073, 45843, 40154, 13304, 47290, 35915, 46797, 46713, 46872, 46898, 3488, 47013, 46752, 46921, 46617, 46402, 46688, 47217, 46917, 46801, 46878, 46807, 47234, 46531, 47107, 47062, 20966, 46450, 46673, 46595, 47097, 46115, 15548, 46424, 32127, 46747, 46681, 47003, 47071, 46724, 46548, 46793, 46602, 46985, 7183, 46775, 46195, 46987, 46133, 46758, 46499, 46988, 47118, 46621, 47067, 47071, 47043, 47317, 47273, 46642, 47146, 46696, 25924, 46308, 46673, 46799, 46951, 46576, 46623, 46507, 46758, 47176, 46330, 47663, 46940, 47107, 46943, 42192, 47234, 46205, 46951, 46778, 47144, 46745, 46777, 46902, 46630, 46840, 46636, 46705, 46885, 46777, 47078, 46675, 47418, 4733, 47185, 31763, 46700, 46257, 46589, 46608, 46812, 46433, 46917, 46829, 46880, 31383, 47305, 46672, 46927, 46822, 47073, 47063, 46908, 46872, 46812, 46876, 46531, 46820, 46677, 46424, 46833, 46418, 46630, 47052, 46810, 5150, 40473, 47103, 46735, 47022, 46334, 46598, 46411, 47193, 46698, 46825, 46880, 46808, 46148, 3871, 47108, 46861, 46394, 38335, 761, 46897, 39663, 46852, 46711, 46670, 46471, 47161, 46897, 46561, 46818, 46250, 46885, 46735, 46900, 46649, 47168, 46508, 46846, 46291, 35907, 46915, 46803, 46167, 46867, 46891, 34497, 46649, 46225, 46748, 46544, 46837, 46409, 46718, 46820, 46351, 47114, 46816, 46148, 46630, 44819, 5693, 47050, 46349, 46750, 46561, 46767, 27679, 46698, 47052, 47092, 46970, 35167, 47429, 46265, 47090, 46741, 46688, 46328, 31876, 47099, 47005, 47073, 46330, 46638, 47009, 46606, 46280, 46420, 46274, 46816, 46733, 46381, 44318, 46531, 47002, 46364, 46698, 47114, 46848, 46758, 46906, 46460, 47228, 46387, 46627, 47335, 21623, 46915, 46795, 46758, 46715, 46820, 11708, 47073, 46814, 46567, 47075, 46297, 46666, 46752, 47165, 47148, 46838, 46582, 204, 46199, 47030, 46490, 4049, 46531, 46713, 46735, 47309, 46291, 46623, 46662, 46833, 33940, 46482, 46902, 46882, 47110, 46758, 46765, 46447, 46383, 47101, 46949, 46709, 46482, 46433, 46677, 47082, 47060, 46550, 46780, 40156, 47099, 46298, 47084, 46518, 46831, 46726, 47300, 46908, 46827, 11424, 46818, 46966, 46623, 46407, 46435, 46715, 8896, 47294, 46771, 46467, 2361, 46762, 46507, 33337, 47032, 46964, 46403, 46818, 46910, 46568, 46550, 46942, 46595, 46782, 46863, 46868, 46649, 46702, 47060, 46713, 46818, 46857, 46985, 41266, 45920, 31405, 46990, 46703, 46690, 11271, 5821, 46739, 47048, 46597, 46943, 47003, 46402, 46630, 46580, 1007, 46861, 45203, 46874, 46518, 47013, 46730, 47262, 46313, 46728, 46846, 22907, 47378, 46293, 46793, 46992, 46679, 32174, 46278, 46876, 47090, 46947, 47266, 47003, 46930, 46827, 46621, 46748, 27466, 46570, 46544, 47058, 46655, 46865, 47202, 46658, 47227, 46437, 46550, 47401, 46480, 46540, 46733, 46685, 46822, 47277, 12547, 46630, 46927, 27226, 46280, 47110, 46627, 46463, 47564, 46520, 46928, 46784, 46522, 46668, 18037, 46628, 46488, 46998, 46426, 46634, 47423, 46653, 47097, 47238, 47043, 46977, 46358, 46428, 46688, 46814, 47088, 47300, 46940, 47086, 46754, 46533, 46263, 46471, 46291, 47125, 46784, 46508, 46535, 46829, 46870, 47463, 47498, 46531, 46925, 47047, 47483, 46537, 46720, 46957, 47238, 46900, 46773, 46743, 20529, 46610, 47058, 46538, 46694, 46362, 46593, 46600, 46362, 47114, 46968, 46523, 15207, 47515, 47022, 47067, 46970, 47153, 47230, 46420, 41288, 46853, 46885, 46831, 46827, 46567, 47362, 46943, 46979, 46632, 46705, 46932, 46750, 46923, 46272, 46518, 27993, 46863, 46353, 46460, 46548, 46574, 46268, 46655, 46703, 46760, 47039, 46456, 47204, 46816, 46231, 46499, 47195, 46627, 46548, 46713, 46722, 47058, 46897, 46439, 46715, 46733, 46913, 1078, 46664, 46730, 1433, 46484, 46310, 47375, 46728, 46422, 47048, 46795, 46662, 46977, 46853, 46945, 46634, 47350, 47020, 46503, 46520, 46231, 47092, 47020, 46424, 46437, 46668, 46672, 47339, 46698, 46690, 46810, 46537, 46580, 46681, 46996, 46628, 47052, 46550, 46403, 47088, 46045, 46621, 46336, 46996, 46698, 46542, 46137, 46364, 17451, 46777, 46546, 47270, 46645, 35624, 46801, 47183, 46567, 46572, 46730, 46518, 46981, 46334, 46728, 46850, 46748, 46953, 46880, 46497, 46642, 46572, 46375, 46118, 46662, 46981, 46199, 46589, 35033, 47024, 4627, 46921, 46720, 2830, 46291, 46537, 16315, 46773, 46717, 46867, 46154, 46538, 46610, 46994, 46921, 46741, 46270, 46936, 47114, 46415, 46732, 46672, 47002, 46568, 47281, 46812, 46501, 46987, 47054, 46432, 46835, 46718, 46898, 46949, 46597, 46353, 46988, 46452, 46345, 472, 46745, 46709, 46632, 47270, 47105, 46807, 46630, 45230, 46497, 46567, 47562, 46662, 47176, 46645, 46570, 46683, 46823, 46467, 47195, 46030, 47032, 46591, 46835, 46698, 46606, 46366, 46763, 46589, 47294, 41875, 46398, 46835, 46237, 46366, 47144, 46988, 46574, 46165, 46531, 37368, 16660, 46951, 47596, 46555, 46252, 47144, 46186, 46330, 46915, 47020, 46512, 46325, 46542, 46563, 46617, 46133, 47317, 46255, 46623, 44652, 46696, 47035, 46792, 46478, 46649, 46852, 47410, 47082, 47189, 46265, 47392, 46388, 46938, 46970, 46606, 47028, 46698, 46808, 23896, 46640, 46113, 47135, 47078, 46977, 46895, 46190, 46943, 46332, 46561, 46432, 46375, 46803, 46525, 46732, 46223, 46760, 46726, 46572, 46597, 39438, 46664, 3493, 46711, 47013, 46503, 46820, 46688, 46501, 47013, 46717, 9013, 46422, 46242, 46276, 47003, 46402, 46767, 47099, 47412, 46111, 46936, 47026, 46162, 46559, 46870, 46953, 46302, 46981, 46507, 46668, 46919, 47015, 46550, 46452, 46698, 46366, 46756, 47112, 46835, 46497, 46988, 46345, 46863, 46672, 46426, 46358, 46893, 46988, 46360, 46514, 46777, 18186, 46846, 46368, 1826, 46859, 46604, 46870, 47230, 46968, 46553, 46792, 47215, 26789, 46383, 46658, 46283, 46769, 46531, 46868, 46630, 46064, 47658, 46135, 47026, 46842, 19509, 46677, 46407, 46852, 8860, 46713, 46807, 46739, 47000, 46979, 47180, 46492, 46900, 46312, 46709, 47011, 46373, 46636, 46559, 46497, 47238, 46698, 46983, 46505, 46313, 46687, 46171, 47444, 47013, 46897, 46505, 46801, 46947, 46698, 46591, 46919, 46454, 46235, 47270, 46730, 28812, 45597, 46848, 46658, 46507, 46816, 46775, 46998, 46715, 46715, 46617, 46250, 46784, 46574, 47020, 46872, 46837, 46471, 46812, 46649, 46523, 46863, 46540, 46244, 46700, 46201, 46827, 20685, 47054, 23982, 23192, 46683, 46640, 22592, 47656, 3688, 46932, 46561, 46499, 47125, 42725, 46098, 46499, 46919, 46572, 47187, 47032, 46949, 46664, 46432, 46094, 46985, 46567, 46988, 47078, 35433, 46282, 5995, 46580, 46424, 8111, 47148, 46295, 25529, 47857, 46456, 46679, 2516, 25404, 47015, 46748, 46670, 46743, 47101, 47084, 46960, 46302, 46591, 46855, 47350, 46773, 47123, 46366, 46658, 46302, 46739, 46683, 47000, 46897, 46574, 46342, 46848"
