"segment", "metadata size", segment_size
tpch_lineitem_10g_OFFLINE_0/v3/metadata.properties,10604,170M
tpch_lineitem_10g_OFFLINE_1/v3/metadata.properties,10616,203M
tpch_lineitem_10g_OFFLINE_2/v3/metadata.properties,10584,202M
tpch_lineitem_10g_OFFLINE_3/v3/metadata.properties,10583,202M
tpch_lineitem_10g_OFFLINE_4/v3/metadata.properties,10614,201M
tpch_lineitem_10g_OFFLINE_5/v3/metadata.properties,10586,201M
tpch_lineitem_10g_OFFLINE_6/v3/metadata.properties,10596,153M
