"segment", "metadata size", segment_size
tpch_lineitem_1g_sort_idx_OFFLINE_721/v3/metadata.properties,10131,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_722/v3/metadata.properties,10112,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_723/v3/metadata.properties,10147,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_724/v3/metadata.properties,10107,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_725/v3/metadata.properties,10131,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_726/v3/metadata.properties,10153,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_727/v3/metadata.properties,10112,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_728/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_729/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_72/v3/metadata.properties,10115,52K	
tpch_lineitem_1g_sort_idx_OFFLINE_730/v3/metadata.properties,10139,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_731/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_732/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_733/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_734/v3/metadata.properties,10143,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_735/v3/metadata.properties,10144,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_736/v3/metadata.properties,10120,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_737/v3/metadata.properties,10134,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_738/v3/metadata.properties,10131,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_739/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_73/v3/metadata.properties,10126,56K	
tpch_lineitem_1g_sort_idx_OFFLINE_740/v3/metadata.properties,10093,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_741/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_742/v3/metadata.properties,10132,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_743/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_744/v3/metadata.properties,10134,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_745/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_746/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_747/v3/metadata.properties,10132,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_748/v3/metadata.properties,10132,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_749/v3/metadata.properties,10102,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_74/v3/metadata.properties,10118,56K	
tpch_lineitem_1g_sort_idx_OFFLINE_750/v3/metadata.properties,10130,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_751/v3/metadata.properties,10106,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_752/v3/metadata.properties,10099,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_753/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_754/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_755/v3/metadata.properties,10108,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_756/v3/metadata.properties,10131,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_757/v3/metadata.properties,10113,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_758/v3/metadata.properties,10104,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_759/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_75/v3/metadata.properties,10127,56K	
tpch_lineitem_1g_sort_idx_OFFLINE_760/v3/metadata.properties,10101,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_761/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_762/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_763/v3/metadata.properties,10122,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_764/v3/metadata.properties,10123,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_765/v3/metadata.properties,10134,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_766/v3/metadata.properties,10147,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_767/v3/metadata.properties,10105,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_768/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_769/v3/metadata.properties,10118,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_76/v3/metadata.properties,10117,56K	
tpch_lineitem_1g_sort_idx_OFFLINE_770/v3/metadata.properties,10107,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_771/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_772/v3/metadata.properties,10123,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_773/v3/metadata.properties,10115,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_774/v3/metadata.properties,10129,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_775/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_776/v3/metadata.properties,10153,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_777/v3/metadata.properties,10102,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_778/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_779/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_77/v3/metadata.properties,10126,60K	
tpch_lineitem_1g_sort_idx_OFFLINE_780/v3/metadata.properties,10138,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_781/v3/metadata.properties,10100,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_782/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_783/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_784/v3/metadata.properties,10108,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_785/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_786/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_787/v3/metadata.properties,10123,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_788/v3/metadata.properties,10127,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_789/v3/metadata.properties,10118,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_78/v3/metadata.properties,10145,60K	
tpch_lineitem_1g_sort_idx_OFFLINE_790/v3/metadata.properties,10123,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_791/v3/metadata.properties,10124,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_792/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_793/v3/metadata.properties,10107,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_794/v3/metadata.properties,10111,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_795/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_796/v3/metadata.properties,10112,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_797/v3/metadata.properties,10147,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_798/v3/metadata.properties,10126,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_799/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_79/v3/metadata.properties,10122,60K	
tpch_lineitem_1g_sort_idx_OFFLINE_7/v3/metadata.properties,10079,12K	
tpch_lineitem_1g_sort_idx_OFFLINE_800/v3/metadata.properties,10109,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_801/v3/metadata.properties,10128,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_802/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_803/v3/metadata.properties,10113,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_804/v3/metadata.properties,10142,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_805/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_806/v3/metadata.properties,10122,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_807/v3/metadata.properties,10100,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_808/v3/metadata.properties,10124,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_809/v3/metadata.properties,10094,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_80/v3/metadata.properties,10124,60K	
tpch_lineitem_1g_sort_idx_OFFLINE_810/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_811/v3/metadata.properties,10114,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_812/v3/metadata.properties,10119,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_813/v3/metadata.properties,10105,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_814/v3/metadata.properties,10128,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_815/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_816/v3/metadata.properties,10107,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_817/v3/metadata.properties,10133,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_818/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_819/v3/metadata.properties,10130,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_81/v3/metadata.properties,10116,60K	
tpch_lineitem_1g_sort_idx_OFFLINE_820/v3/metadata.properties,10098,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_821/v3/metadata.properties,10106,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_822/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_823/v3/metadata.properties,10102,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_824/v3/metadata.properties,10127,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_825/v3/metadata.properties,10127,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_826/v3/metadata.properties,10109,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_827/v3/metadata.properties,10111,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_828/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_829/v3/metadata.properties,10113,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_82/v3/metadata.properties,10127,60K	
tpch_lineitem_1g_sort_idx_OFFLINE_830/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_831/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_832/v3/metadata.properties,10167,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_833/v3/metadata.properties,10149,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_834/v3/metadata.properties,10141,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_835/v3/metadata.properties,10127,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_836/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_837/v3/metadata.properties,10160,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_838/v3/metadata.properties,10116,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_839/v3/metadata.properties,10140,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_83/v3/metadata.properties,10138,60K	
tpch_lineitem_1g_sort_idx_OFFLINE_840/v3/metadata.properties,10113,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_841/v3/metadata.properties,10132,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_842/v3/metadata.properties,10135,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_843/v3/metadata.properties,10109,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_844/v3/metadata.properties,10100,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_845/v3/metadata.properties,10093,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_846/v3/metadata.properties,10130,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_847/v3/metadata.properties,10126,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_848/v3/metadata.properties,10147,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_849/v3/metadata.properties,10118,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_84/v3/metadata.properties,10117,60K	
tpch_lineitem_1g_sort_idx_OFFLINE_850/v3/metadata.properties,10132,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_851/v3/metadata.properties,10098,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_852/v3/metadata.properties,10100,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_853/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_854/v3/metadata.properties,10147,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_855/v3/metadata.properties,10090,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_856/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_857/v3/metadata.properties,10132,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_858/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_859/v3/metadata.properties,10123,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_85/v3/metadata.properties,10124,64K	
tpch_lineitem_1g_sort_idx_OFFLINE_860/v3/metadata.properties,10102,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_861/v3/metadata.properties,10120,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_862/v3/metadata.properties,10133,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_863/v3/metadata.properties,10141,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_864/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_865/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_866/v3/metadata.properties,10146,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_867/v3/metadata.properties,10115,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_868/v3/metadata.properties,10122,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_869/v3/metadata.properties,10120,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_86/v3/metadata.properties,10127,64K	
tpch_lineitem_1g_sort_idx_OFFLINE_870/v3/metadata.properties,10128,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_871/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_872/v3/metadata.properties,10090,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_873/v3/metadata.properties,10123,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_874/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_875/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_876/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_877/v3/metadata.properties,10133,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_878/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_879/v3/metadata.properties,10146,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_87/v3/metadata.properties,10120,64K	
tpch_lineitem_1g_sort_idx_OFFLINE_880/v3/metadata.properties,10111,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_881/v3/metadata.properties,10100,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_882/v3/metadata.properties,10140,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_883/v3/metadata.properties,10135,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_884/v3/metadata.properties,10096,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_885/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_886/v3/metadata.properties,10101,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_887/v3/metadata.properties,10114,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_888/v3/metadata.properties,10102,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_889/v3/metadata.properties,10123,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_88/v3/metadata.properties,10125,64K	
tpch_lineitem_1g_sort_idx_OFFLINE_890/v3/metadata.properties,10113,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_891/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_892/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_893/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_894/v3/metadata.properties,10108,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_895/v3/metadata.properties,10099,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_896/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_897/v3/metadata.properties,10123,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_898/v3/metadata.properties,10122,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_899/v3/metadata.properties,10095,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_89/v3/metadata.properties,10135,68K	
tpch_lineitem_1g_sort_idx_OFFLINE_8/v3/metadata.properties,10098,12K	
tpch_lineitem_1g_sort_idx_OFFLINE_900/v3/metadata.properties,10138,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_901/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_902/v3/metadata.properties,10131,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_903/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_904/v3/metadata.properties,10112,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_905/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_906/v3/metadata.properties,10140,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_907/v3/metadata.properties,10107,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_908/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_909/v3/metadata.properties,10118,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_90/v3/metadata.properties,10141,68K	
tpch_lineitem_1g_sort_idx_OFFLINE_910/v3/metadata.properties,10113,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_911/v3/metadata.properties,10144,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_912/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_913/v3/metadata.properties,10135,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_914/v3/metadata.properties,10136,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_915/v3/metadata.properties,10120,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_916/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_917/v3/metadata.properties,10109,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_918/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_919/v3/metadata.properties,10108,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_91/v3/metadata.properties,10119,68K	
tpch_lineitem_1g_sort_idx_OFFLINE_920/v3/metadata.properties,10138,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_921/v3/metadata.properties,10136,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_922/v3/metadata.properties,10108,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_923/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_924/v3/metadata.properties,10122,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_925/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_926/v3/metadata.properties,10139,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_927/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_928/v3/metadata.properties,10139,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_929/v3/metadata.properties,10109,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_92/v3/metadata.properties,10131,64K	
tpch_lineitem_1g_sort_idx_OFFLINE_930/v3/metadata.properties,10112,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_931/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_932/v3/metadata.properties,10113,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_933/v3/metadata.properties,10100,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_934/v3/metadata.properties,10120,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_935/v3/metadata.properties,10144,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_936/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_937/v3/metadata.properties,10141,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_938/v3/metadata.properties,10142,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_939/v3/metadata.properties,10128,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_93/v3/metadata.properties,10091,68K	
tpch_lineitem_1g_sort_idx_OFFLINE_940/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_941/v3/metadata.properties,10130,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_942/v3/metadata.properties,10133,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_943/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_944/v3/metadata.properties,10091,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_945/v3/metadata.properties,10103,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_946/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_947/v3/metadata.properties,10134,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_948/v3/metadata.properties,10136,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_949/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_94/v3/metadata.properties,10120,68K	
tpch_lineitem_1g_sort_idx_OFFLINE_950/v3/metadata.properties,10109,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_951/v3/metadata.properties,10143,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_952/v3/metadata.properties,10149,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_953/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_954/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_955/v3/metadata.properties,10098,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_956/v3/metadata.properties,10126,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_957/v3/metadata.properties,10114,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_958/v3/metadata.properties,10120,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_959/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_95/v3/metadata.properties,10113,68K	
tpch_lineitem_1g_sort_idx_OFFLINE_960/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_961/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_962/v3/metadata.properties,10123,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_963/v3/metadata.properties,10141,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_964/v3/metadata.properties,10123,92K	
tpch_lineitem_1g_sort_idx_OFFLINE_965/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_966/v3/metadata.properties,10142,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_967/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_968/v3/metadata.properties,10117,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_969/v3/metadata.properties,10127,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_96/v3/metadata.properties,10113,72K	
tpch_lineitem_1g_sort_idx_OFFLINE_970/v3/metadata.properties,10142,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_971/v3/metadata.properties,10127,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_972/v3/metadata.properties,10125,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_973/v3/metadata.properties,10113,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_974/v3/metadata.properties,10114,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_975/v3/metadata.properties,10136,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_976/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_977/v3/metadata.properties,10127,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_978/v3/metadata.properties,10121,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_979/v3/metadata.properties,10139,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_97/v3/metadata.properties,10110,72K	
tpch_lineitem_1g_sort_idx_OFFLINE_980/v3/metadata.properties,10109,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_981/v3/metadata.properties,10105,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_982/v3/metadata.properties,10133,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_983/v3/metadata.properties,10136,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_984/v3/metadata.properties,10097,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_985/v3/metadata.properties,10128,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_986/v3/metadata.properties,10144,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_987/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_988/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_989/v3/metadata.properties,10138,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_98/v3/metadata.properties,10131,72K	
tpch_lineitem_1g_sort_idx_OFFLINE_990/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_991/v3/metadata.properties,10132,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_992/v3/metadata.properties,10138,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_993/v3/metadata.properties,10120,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_994/v3/metadata.properties,10135,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_995/v3/metadata.properties,10136,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_996/v3/metadata.properties,10149,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_997/v3/metadata.properties,10110,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_998/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_999/v3/metadata.properties,10113,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_99/v3/metadata.properties,10114,72K	
