Property,Sizes
0.null.STAR_TREE.SIZE,"21409, 21437, 19757"
0.l_receiptdate.FORWARD_INDEX.SIZE,"169403, 127356, 80313"
0.l_shipdate.FORWARD_INDEX.SIZE,"169403, 127356, 80313"
0.l_shipmode.FORWARD_INDEX.SIZE,"56468, 42452, 26771"
0.l_returnflag.FORWARD_INDEX.SIZE,"18823, 28302, 8924"
0.sum__l_discount.FORWARD_INDEX.SIZE,"1205272, 906124, 571428"
0.sum__l_extendedprice.FORWARD_INDEX.SIZE,"1205272, 906124, 571428"
0.sum__l_quantity.FORWARD_INDEX.SIZE,"1205272, 906124, 571428"
