Property,Sizes
0.null.STAR_TREE.SIZE,"11161, 11217, 11189"
0.l_receiptdate.FORWARD_INDEX.SIZE,"168977, 89795, 89550"
0.l_shipdate.FORWARD_INDEX.SIZE,"168977, 89795, 89550"
0.l_shipmode.FORWARD_INDEX.SIZE,"56326, 29932, 29850"
0.l_returnflag.FORWARD_INDEX.SIZE,"18776, 9978, 9950"
0.sum__l_discount.FORWARD_INDEX.SIZE,"1202240, 638884, 637148"
0.sum__l_extendedprice.FORWARD_INDEX.SIZE,"1202240, 638884, 637148"
0.sum__l_quantity.FORWARD_INDEX.SIZE,"1202240, 638884, 637148"
