Property,Sizes
0.null.STAR_TREE.SIZE,"1438573, 309865, 2961549"
0.l_receiptdate.FORWARD_INDEX.SIZE,"193607, 94334, 315228"
0.l_shipdate.FORWARD_INDEX.SIZE,"193607, 94334, 315228"
0.l_shipmode.FORWARD_INDEX.SIZE,"64536, 31445, 105076"
0.l_returnflag.FORWARD_INDEX.SIZE,"43024, 10482, 35026"
0.sum__l_discount.FORWARD_INDEX.SIZE,"1377480, 671180, 2242768"
0.sum__l_extendedprice.FORWARD_INDEX.SIZE,"1377480, 671180, 2242768"
0.sum__l_quantity.FORWARD_INDEX.SIZE,"1377480, 671180, 2242768"
