name,table,run_name,time
gb_filt_sel_0,tpch_lineitem_1g_star_idx_10,run_0,0.027474164962768555
gb_filt_sel_0,tpch_lineitem_1g_star_idx_10,run_1,0.041474342346191406
gb_filt_sel_0,tpch_lineitem_1g_star_idx_10,run_2,0.020661354064941406
gb_filt_sel_0,tpch_lineitem_1g_star_idx_10,run_3,0.02078843116760254
gb_filt_sel_0,tpch_lineitem_1g_star_idx_10,run_4,0.033759117126464844
gb_filt_sel_0,tpch_lineitem_1g_star_idx_10,run_5,0.021747827529907227
gb_filt_sel_0,tpch_lineitem_1g_star_idx_10,run_6,0.021169662475585938
gb_filt_sel_0,tpch_lineitem_1g_star_idx_10,run_7,0.023432016372680664
gb_filt_sel_0,tpch_lineitem_1g_star_idx_10,run_8,0.026868581771850586
gb_filt_sel_0,tpch_lineitem_1g_star_idx_10,run_9,0.02148747444152832
gb_filt_sel_10,tpch_lineitem_1g_star_idx_10,run_0,0.018931150436401367
gb_filt_sel_10,tpch_lineitem_1g_star_idx_10,run_1,0.01981043815612793
gb_filt_sel_10,tpch_lineitem_1g_star_idx_10,run_2,0.029824495315551758
gb_filt_sel_10,tpch_lineitem_1g_star_idx_10,run_3,0.027806997299194336
gb_filt_sel_10,tpch_lineitem_1g_star_idx_10,run_4,0.022222518920898438
gb_filt_sel_10,tpch_lineitem_1g_star_idx_10,run_5,0.018451213836669922
gb_filt_sel_10,tpch_lineitem_1g_star_idx_10,run_6,0.020645618438720703
gb_filt_sel_10,tpch_lineitem_1g_star_idx_10,run_7,0.018418073654174805
gb_filt_sel_10,tpch_lineitem_1g_star_idx_10,run_8,0.020804882049560547
gb_filt_sel_10,tpch_lineitem_1g_star_idx_10,run_9,0.020916223526000977
gb_filt_sel_20,tpch_lineitem_1g_star_idx_10,run_0,0.02805042266845703
gb_filt_sel_20,tpch_lineitem_1g_star_idx_10,run_1,0.025147438049316406
gb_filt_sel_20,tpch_lineitem_1g_star_idx_10,run_2,0.02246832847595215
gb_filt_sel_20,tpch_lineitem_1g_star_idx_10,run_3,0.020526409149169922
gb_filt_sel_20,tpch_lineitem_1g_star_idx_10,run_4,0.023466825485229492
gb_filt_sel_20,tpch_lineitem_1g_star_idx_10,run_5,0.02066636085510254
gb_filt_sel_20,tpch_lineitem_1g_star_idx_10,run_6,0.020179271697998047
gb_filt_sel_20,tpch_lineitem_1g_star_idx_10,run_7,0.018383502960205078
gb_filt_sel_20,tpch_lineitem_1g_star_idx_10,run_8,0.027132511138916016
gb_filt_sel_20,tpch_lineitem_1g_star_idx_10,run_9,0.022883176803588867
gb_filt_sel_30,tpch_lineitem_1g_star_idx_10,run_0,0.019145727157592773
gb_filt_sel_30,tpch_lineitem_1g_star_idx_10,run_1,0.01959395408630371
gb_filt_sel_30,tpch_lineitem_1g_star_idx_10,run_2,0.018978595733642578
